price,hall_effect,hotswap,backlight,screen,knob,category_encoded,brand_encoded,layout_encoded,mount_encoded,case_material_encoded,connectivity_encoded
140.0,0,1,0,0,0,1,65,2,6,1,0
93.0,0,1,0,0,0,1,65,18,6,1,0
285.0,0,1,1,0,0,2,66,9,1,0,1
155.0,0,1,1,0,0,2,66,15,7,0,2
109.0,0,1,1,0,0,1,67,9,3,1,1
139.0,0,1,1,0,0,1,67,9,3,0,1
149.0,0,1,1,0,0,1,67,9,3,0,1
84.0,0,1,1,0,0,1,67,18,3,1,0
69.0,0,0,1,0,0,1,67,9,3,0,1
109.0,0,0,1,0,0,1,67,0,7,0,2
109.0,0,0,1,0,0,1,67,9,3,0,2
139.0,0,1,0,0,0,1,68,3,7,0,2
149.0,0,1,0,0,0,1,68,7,7,0,2
159.0,0,1,0,0,0,1,68,9,7,0,2
85.0,0,1,0,0,1,1,68,18,2,0,2
53.0,0,1,1,0,1,0,69,3,1,1,2
84.0,0,1,1,0,0,2,70,9,7,1,2
150.0,0,1,1,0,0,2,70,3,7,0,2
155.0,0,1,1,0,0,2,70,3,7,0,2
155.0,0,1,1,0,0,2,70,3,7,0,2
209.0,0,1,1,0,0,2,70,16,7,0,2
219.0,0,1,1,0,0,2,70,16,7,0,2
219.0,0,1,1,0,0,2,70,16,7,0,2
229.0,0,1,1,0,0,2,70,16,7,0,2
209.0,0,1,1,0,0,2,70,16,7,0,2
219.0,0,1,1,0,0,2,70,16,7,0,2
209.0,0,1,1,0,0,2,70,16,7,0,2
209.0,0,0,1,0,0,2,70,16,7,1,0
169.0,0,0,1,0,0,2,70,9,7,1,0
84.0,0,1,1,0,0,2,70,9,7,1,2
109.0,0,0,0,0,0,2,70,9,7,1,2
179.0,0,1,1,0,0,2,70,9,7,1,2
189.0,0,1,1,0,0,2,70,9,7,1,2
179.0,0,1,1,0,0,2,70,9,7,1,2
179.0,0,1,1,0,0,2,70,9,7,1,2
179.0,0,1,1,0,0,2,70,9,7,1,2
189.0,0,1,1,0,0,2,70,9,7,1,2
199.0,0,1,0,0,0,2,70,9,7,1,2
189.0,0,1,1,0,0,2,70,9,7,1,2
169.0,0,1,1,0,0,2,70,9,7,1,2
145.0,0,1,1,0,0,2,70,4,1,1,2
145.0,0,1,1,0,0,2,70,4,1,1,2
140.0,0,1,1,0,0,2,70,4,1,1,2
169.0,0,1,1,0,1,2,70,7,7,1,2
179.0,0,1,1,0,1,2,70,7,7,1,2
179.0,0,1,1,0,1,2,70,7,7,1,2
179.0,0,1,1,0,1,2,70,7,7,1,2
189.0,0,1,1,0,0,2,70,7,7,1,2
189.0,0,1,0,0,0,2,71,3,1,1,2
279.0,0,1,1,0,0,2,71,3,1,0,0
149.0,0,1,1,0,0,2,71,3,7,0,1
258.0,0,1,1,0,0,2,71,3,1,0,2
319.0,0,1,1,0,0,2,71,9,1,1,0
215.0,0,1,0,0,0,2,71,9,7,0,1
299.0,0,1,1,0,0,2,71,18,1,0,1
229.0,0,1,0,0,0,2,71,9,7,0,1
140.0,0,0,0,0,0,2,71,15,5,0,0
139.0,0,1,1,0,0,2,71,3,2,0,1
79.0,0,0,0,0,0,0,72,0,7,0,1
89.0,0,0,0,0,0,0,72,9,7,1,0
84.0,0,0,0,0,1,0,72,9,3,1,1
89.0,0,0,0,0,0,0,72,9,7,1,2
89.0,0,1,0,0,0,0,72,0,7,1,2
47.0,0,1,0,0,1,2,73,7,1,1,2
89.0,0,1,1,0,1,2,73,7,1,0,2
71.0,0,1,1,0,1,2,73,7,1,1,2
47.0,0,1,1,0,1,2,73,7,1,1,2
149.0,0,1,1,0,1,2,73,15,1,0,2
