title,price,layout,mount,hall_effect,hotswap,case_material,backlight,connectivity,screen,knob
Varmilo VPE87 Chang'e,$175,"80%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE87 Charcoal,$144,"80%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE87 Dreams,$157,"80%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE87 Ink Rhyme,$130,"80%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE87 Koi,$168,"80%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE87 Moonlight,$104,"80%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE87 Panda R2,$124,"80%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE87 Sakura R2,$150,"80%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE87 Summit R1,$119,"80%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE87 Yakumo,$129,"80%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPG108 Aurora,$179,"100%,",n/a,no,yes,n/a,yes,"Wired,",no,no
Varmilo VPG108 CMYK,$156,"100%,",n/a,yes,yes,n/a,yes,"Wired,",no,no
Varmilo VPG108 Charcoal,$164,"100%,",n/a,no,yes,n/a,yes,"Wired,",no,no
Varmilo VPG108 Moonlight,$155,"100%,",Plate Mount,yes,yes,n/a,yes,"Wired,",no,no
Varmilo VPG108 Sakura R2,$169,"100%,",n/a,yes,yes,n/a,yes,"Wired,",no,no
Varmilo VPG108 Summit,$170,"100%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Varmilo VPG87 CMYK,$130,"80%,",Plate Mount,yes,yes,n/a,yes,"Wired,",no,no
Varmilo VPG87 Charcoal,$130,"80%,",n/a,no,yes,n/a,yes,"Wired,",no,no
Varmilo VPG87 Moonlight,$129,"80%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Varmilo VPG87 Panda R2,$135,"80%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Varmilo VPG87 Sea Melody,$140,"80%,",n/a,no,yes,n/a,yes,"Wired,",no,no
Varmilo VPH108,$148,"100%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo VPH108 Aurora,$193,"100%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo VPH108 CMYK,$160,"100%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo VPH108 Charcoal,$149,"100%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo VPH108 Moonlight,$158,"100%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo VPH108 Sakura R2,$156,"100%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo VPH108 Sea Melody,$160,"100%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo VPH87 CMYK,$134,"80%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo VPH87 Chang'e,$149,"80%,",Plate Mount,no,yes,n/a,no,n/a,no,no
Varmilo VPH87 Charcoal,$126,"80%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo VPH87 Dreams,$143,"80%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo VPH87 Moonlight,$132,"80%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo VPH87 Panda R2,$138,"80%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo VPH87 Sakura R2,$147,"80%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo VPH87 Sea Melody,$152,"80%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo VPM108 Beijing Opera,$149,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VPM108 Chang'e,$173,"100%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo VPM108 Dreams,$155,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VPM108 Moonlight,$155,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VPM108 Panda R2,$160,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VPM108 Sakura R2,$155,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VPM108 Sea Melody,$134,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VPM87 Beijing Opera,$124,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VPM87 CMYK,$94,"80%,",Plate Mount,yes,no,n/a,no,"Wired,",no,no
Varmilo VPM87 Chang'e,$163,"80%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo VPM87 Dreams,$132,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VPM87 Koi,$132,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VPM87 Moonlight,$130,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VPM87 Panda,$99,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VPM87 Sakura R2,$140,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VPM87 Sea Melody,$135,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VPT108,$165,"100%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT108 Aurora,$185,"100%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT108 Beijing Opera,$190,"100%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT108 CMYK,$160,"100%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT108 Chang'e,$210,"100%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT108 Dreams,$170,"100%,",Plate Mount,yes,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT108 Moonlight,$160,"100%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT108 Panda R2,$170,"100%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT108 Sakura R2,$170,"100%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT108 Sea Melody,$170,"100%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT108 Yakumo,$150,"100%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT87,$140,"80%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT87 Aurora,$165,"80%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT87 Beijing Opera,$160,"80%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT87 CMYK,$140,"80%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT87 Dreams,$150,"80%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT87 Moonlight,$140,"80%,",Plate Mount,yes,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT87 Panda R2,$150,"80%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT87 Sea Melody,$145,"80%,",Plate Mount,yes,yes,n/a,yes,"Wireless,",no,no
Varmilo VPT87 Yakumo,$130,"80%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Victory,$199,"65%,",n/a,yes,yes,n/a,yes,"Wired,",no,no
Varmilo Victory HE,$129,"65%,",Plate Mount,yes,no,"Alu case,",yes,"Wired,",no,no
Varmilo Yakumo,$89,"80%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Yakumo Light,$143,"100%,",n/a,no,no,n/a,no,"Wireless,",no,no
Velocifire AL65,$79,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Velocifire Bubble75 Premium,$364,"75%,",Gasket Mount,no,yes,"Alu case,",no,"Wired,",no,no
Velocifire Bubble75 Standard,$339,"75%,",Gasket Mount,no,yes,"Alu case,",no,"Wired,",no,no
Velocifire Choice65,$109,"65%,",Gasket Mount,no,yes,"Alu case,",no,"Wired,",no,no
Velocifire Fokrere82,$179,"80%,",Gasket Mount,no,no,"Alu case,",no,"Wired,",no,no
Velocifire KK98 R2,$135,"98%,",Gasket Mount,no,yes,"Alu case,",no,"Wired,",no,no
Velocifire ZT82,$47,"80%,",Gasket Mount,no,no,n/a,yes,"Wireless,",no,no
Vgn VGN98 Pro,$89,"98%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Vgn VXE ATK68,$119,"65%,",n/a,yes,yes,Alu case,yes,"Wired,",no,no
Vortex 10 10th Anniversary Edition,$120,"60%,",Plate Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Vortex Core Plus,$130,"60%,",Plate Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Vortex Cypher 6.25u US1,$64,"60%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Vortex Cypher Split Spacebar US2,$64,"65%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Vortex Hellcat,$143,"65%,",Tray Mount,no,yes,n/a,yes,n/a,no,no
Vortex KBt RE: 66,$114,"65%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Vortex M0110 6.25,$104,"60%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Vortex M0110 6.25u,$104,"60%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Vortex M0110 7u,$104,"60%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Vortex M0110A,$219,"100%,",Gasket Mount,no,yes,"Alu case,",no,"Wired,",no,no
Vortex M0110A1800,$219,"100%,",Plate Mount,no,yes,"Alu case,",no,"Wired,",no,no
Vortex Model M SSK WK,$149,"80%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Vortex Model M SSK WK 6.25u,$199,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Vortex Model M SSK WK 7u,$199,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Vortex Model M SSK WKL,$149,"80%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Vortex Model M SSK WKL 7u,$164,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Vortex Multix 104 Autumn,$134,"100%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Vortex Multix 104 Summer,$134,"100%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Vortex Multix 87 Autumn,$124,"80%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Vortex Multix 87 Dolch,$90,"80%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Vortex Multix 87 Spring,$114,"80%,",Plate Mount,no,yes,n/a,no,n/a,no,no
Vortex Multix 87 Summer,$90,"80%,",Plate Mount,no,yes,n/a,no,n/a,no,no
Vortex Multix 87 Winter,$85,"80%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Vortex Multix Autumn,$120,"80%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Vortex Multix Summer,$120,"80%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Vortex PC66 66Key,$104,"65%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Vortex PC66 66Key Beige,$97,"65%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Vortex PC66 68Key,$104,"65%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Vortex PC66 68Key Beige,$104,"65%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Vortex POK3R,$86,"60%,",Plate Mount,no,no,"Alu case,",yes,"Wired,",no,no
Vortex POK3R LE Border,$118,"60%,",Plate Mount,no,no,"Alu case,",yes,"Wired,",no,no
Vortex POK3R LE Frosted Border,$139,"60%,",Plate Mount,no,no,"Alu case,",yes,"Wired,",no,no
Vortex Race 3,$95,"75%,",Plate Mount,no,no,"Alu case,",yes,"Wired,",no,no
Vortex Race 3 Type C,$109,"75%,",Plate Mount,no,no,"Alu case,",yes,"Wired,",no,no
Vortex TYPE,$99,"100%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Vortex Tab 60,$99,"60%,",Plate Mount,no,no,n/a,yes,"Wireless,",no,no
Vortex Tab 75,$129,"75%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Vortex ViBE,$139,"80%,",Plate Mount,no,no,"Alu case,",no,"Wired,",no,no
WOBKEY Crush 80 Reboot Lite,$159,"80%,",Plate Mount,no,yes,"Alu case,",no,"Wireless,",no,no
WOBKEY Crush 80 Reboot Pro,$169,"80%,",Plate Mount,yes,yes,"Alu case,",yes,"Wireless,",no,no
WOBKEY Crush80 Reboot,$159,"80%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
WOBKEY Rainy 75 HE Lite,$149,"75%,",Gasket Mount,yes,yes,"Alu case,",yes,"Wired,",no,no
WOBKEY Rainy 75 HE Pro,$169,"75%,",Gasket Mount,yes,yes,"Alu case,",yes,"Wired,",no,no
WOBKEY Rainy 75 Lite,$115,"75%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
WOBKEY Rainy 75 Pro A,$149,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
WOBKEY Rainy 75 Standard A,$129,"75%,",Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
WOBKEY Rainy75,$133,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Weikav D75 Ballcatch Structure,$95,"75%,",Plate Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Weikav D75 Paper Plane,$79,"75%,",n/a,no,no,Alu case,yes,"Wired,",no,no
Weikav Lucky65 V2,$76,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Weikav Lucky65 V2 Ballcatch Structure,$109,"65%,",Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Weikav Lucky80,$79,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Weikav Lucky80 BallCatched,$115,"80%,",Gasket Mount,no,no,"Alu case,",no,"Wireless,",no,no
Weikav Out of Stock Lucky65,$64,"65%,",Gasket Mount,no,no,"Alu case,",yes,"Wireless,",no,no
Weikav RECORD Alice,$99,"68%,",Gasket Mount,no,no,"Alu case,",yes,"Wired,",no,no
Weikav RECORD Alice V2,$115,"65%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Weikav STARS80 V2,$89,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Weikav Stars21,$54,n/a,Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Weikav Stars75,$85,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Weikav Stars80,$155,"80%,",Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Weikav Sugar65,$69,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Weikav WK75S,$89,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
WhatGeek Galaxy80,$59,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,no
WhatGeek MADLIONS NANO68,$69,"65%,",n/a,yes,no,Alu case,yes,"Wired,",no,no
WhatGeek SKN Bluebird75,$149,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
WhatGeek SKN Thunder 3.0,$129,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Whatever studio Vany Alice,$384,n/a,Gasket Mount,no,yes,"Alu case,",no,"Wired,",no,no
Wind Studio Hola Hola Mini,$189,"40%,",Gasket Mount,no,yes,"Alu case,",no,n/a,no,no
Wind Studio Wind X80,$280,"80%,",Gasket Mount,no,no,"Alu case,",no,"Wireless,",no,no
Womier G75,$62,"75%,",n/a,no,no,n/a,yes,"Wired,",no,no
Womier K61/K61 Pro Compact,$69,"60%,",n/a,no,yes,n/a,yes,"Wired,",no,no
Womier K66 USB,$69,"65%,",n/a,no,yes,n/a,yes,"Wired,",no,no
Womier K68,$69,"65%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Womier K87,$53,"80%,",n/a,no,yes,n/a,yes,"Wired,",no,no
Womier K98,$89,"98%,",n/a,no,yes,n/a,yes,"Wired,",no,no
Womier RD75 Pro,$104,"75%,",Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Womier WK61,$48,"60%,",n/a,no,yes,n/a,yes,"Wired,",no,no
Wooting 60HE,$189,"60%,",Tray Mount,yes,yes,n/a,yes,"Wired,",no,no
Wooting 60HE Module,$154,"60%,",Tray Mount,yes,yes,n/a,no,"Wired,",no,no
Wooting 80HE,$209,"75%,",Plate Mount,yes,yes,n/a,yes,"Wired,",no,no
Wooting Two HE,$204,"100%,",n/a,yes,yes,n/a,yes,"Wired,",no,no
Wuque Studio Aurora Camping,$169,n/a,n/a,no,no,n/a,no,n/a,no,no
Wuque Studio Aurora Mizu Edition,$349,n/a,n/a,no,yes,Alu case,no,"Wireless,",no,no
Wuque Studio Aurora Winter Breath,$180,n/a,Gasket Mount,no,yes,n/a,no,n/a,no,no
Wuque Studio Aurora Zen Pond,$210,n/a,Gasket Mount,no,yes,"Alu case,",no,n/a,no,no
Wuque Studio Bakeneko60,$65,"60%,",Gasket Mount,no,yes,"Alu case,",no,n/a,no,no
Wuque Studio Balance,$465,n/a,Gasket Mount,no,no,"Alu case,",no,n/a,no,yes
Wuque Studio CLOSEDM93I Top,$269,"95%,",Top Mount,no,yes,"Alu case,",no,n/a,no,no
Wuque Studio Ginkgo65,$249,"65%,",Gasket Mount,no,yes,"Alu case,",no,n/a,no,no
Wuque Studio Ginkgo65 Pro Studio,$259,"65%,",Gasket Mount,no,yes,"Alu case,",no,"Wired,",no,no
Wuque Studio Ikki68,$269,n/a,n/a,no,no,n/a,no,"Wireless,",no,no
Wuque Studio Ikki68 Aurora Dreamscape,$169,n/a,Gasket Mount,no,yes,n/a,no,"Wired,",no,no
Wuque Studio Ikki68 Aurora PnC,$169,n/a,Gasket Mount,no,yes,n/a,no,"Wired,",no,no
Wuque Studio Ikki68 Aurora R2,$149,n/a,n/a,no,no,n/a,no,n/a,no,no
Wuque Studio Ikki68 Aurora Stargaze,$169,n/a,Gasket Mount,no,yes,n/a,no,"Wired,",no,no
Wuque Studio Ikki68 Pro LE,$349,n/a,n/a,no,no,n/a,no,Wireless,no,no
Wuque Studio Mammoth20 Pad,$125,n/a,n/a,no,no,n/a,no,n/a,no,no
Wuque Studio Mammoth75,$359,"75%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,yes
Wuque Studio Maze 64,$115,"65%,",Tray Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Wuque Studio Paper80,$309,"80%,",Gasket Mount,no,yes,"Alu case,",no,"Wired,",no,no
Wuque Studio Promise87 Bespoke Edition,$450,80%,n/a,no,no,n/a,no,n/a,no,no
Wuque Studio Promise87 Bespoke Raffle,$450,80%,n/a,no,no,n/a,no,n/a,no,no
Wuque Studio Promise87 Standard Edition,$380,n/a,Gasket Mount,no,yes,"Alu case,",no,"Wired,",no,no
Wuque Studio Tata80,$239,"80%,",Gasket Mount,no,yes,"Alu case,",no,"Wired,",no,no
Wuque Studio Vany Alice,$389,"60%,",Plate Mount,no,yes,"Alu case,",no,"Wired,",no,no
Wusikey FF101,$99,"100%,",Gasket Mount,no,yes,n/a,no,"Wireless,",no,no
X-Bows Crystal Ergonomic,$259,"70%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
X-Bows Crystal Ergonomic Carpal Tunnel,$239,"70%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
X-Bows Knight Ergonomic Carpal Tunnel,$199,n/a,n/a,no,yes,Alu case,no,"Wired,",no,no
X-Bows Knight Plus Ergonomic IV,$269,n/a,n/a,no,no,Alu case,yes,"Wired,",no,no
X-Bows Nature Ergonomic Carpal Tunnel,$149,"75%,",n/a,no,yes,n/a,yes,"Wired,",no,no
X-Bows Surfing Split Ergonomic I,$399,"60%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
XVX H61 Kanagawa,$35,"60%,",n/a,no,yes,Alu case,yes,"Wired,",no,no
XVX HE68 Topographic IMDTech,$59,"65%,",Sandwich Mount,yes,yes,"Alu case,",yes,"Wired,",no,no
XVX K75 Pro Flex Cuts PCB,$99,"75%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
XVX L75,$59,"75%,",n/a,no,yes,n/a,no,"Wireless,",no,no
XVX L75 Pro,$69,"75%,",n/a,no,no,Alu case,no,"Wireless,",no,no
XVX M61 Coral Sea Themed,$59,"60%,",n/a,no,no,n/a,no,"Wireless,",no,no
XVX M61 Izakaya Themed,$69,"60%,",n/a,no,no,n/a,no,"Wireless,",no,no
XVX M61 Kanagawa,$79,"60%,",n/a,no,yes,n/a,no,"Wireless,",no,no
XVX M61 Pro Topographic,$69,"60%,",n/a,no,yes,n/a,no,"Wireless,",no,no
XVX M67 JadeStone IMDTech Interstellar,$56,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
XVX M67 JadeStone IMDTech SPIDER WEB Version Pattern,$52,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
XVX M67 JadeStone IMDTech Stellar,$56,"65%,",Gasket Mount,no,yes,n/a,no,"Wired,",no,no
XVX M67 Miami IMDTech,$55,"65%,",Gasket Mount,no,yes,n/a,no,"Wireless,",no,no
XVX M84 Izakaya Themed,$85,"75%,",n/a,no,yes,n/a,no,"Wireless,",no,no
XVX M87 Pro Coral Sea/Retro Shadow,$79,"75%,",Top Mount,no,yes,n/a,no,"Wireless,",yes,no
Xiaomi miiiw BlackIO,$249,"95%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Xinmeng A66,$79,"65%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,yes
Xinmeng M71 V2,$89,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Xinmeng M75/M75 Pro,$49,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",yes,yes
Xinmeng X98 ProV2,$69,"98%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Yunzii A3 Rosy,$39,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Yunzii AC067 Peak Mounted,$159,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Yunzii AC081 Cat's Paw,$189,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Yunzii AC081 Peace,$189,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Yunzii AK35i,$39,"100%,",n/a,no,no,n/a,yes,"Wired,",no,no
Yunzii AK40 Pro,$59,"80%,",n/a,no,no,n/a,yes,"Wired,",no,no
Yunzii AK650,$63,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Yunzii AK687,$85,"80%,",Top Mount,no,yes,n/a,yes,"Wireless,",no,no
Yunzii AK980,$71,"96%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Yunzii AK992 Mounted,$69,n/a,Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Yunzii AL65 Hollow,$129,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Yunzii AL66,$70,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Yunzii AL68,$88,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Yunzii AL71,$60,"68%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Yunzii AL75,$77,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Yunzii AL75 Pro,$77,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Yunzii AL80 LCD,$109,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",yes,yes
Yunzii B68,$54,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Yunzii B75,$65,"75%,",Gasket Mount,no,yes,n/a,yes,"Wired,",no,yes
Yunzii B75 Pro,$76,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Yunzii B87,$89,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Yunzii B98,$56,"98%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Yunzii C68,$69,"65%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Yunzii C68 Cat Silicone,$94,"65%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Yunzii C68 Panda,$99,"65%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Yunzii CK75 Polar Bear,$69,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Yunzii CK98 OLED Math,$80,"98%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,no
Yunzii D98 Membrane,$29,"98%,",n/a,no,no,n/a,yes,"Wired,",no,no
Yunzii IF99 LCD,$99,"95%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,no
Yunzii KC68 Shimmer,$89,"65%,",n/a,no,yes,n/a,yes,"Wired,",no,no
Yunzii KC68 YZ68,$55,"65%,",n/a,no,yes,n/a,no,"Wireless,",no,no
Yunzii KC84 Mint,$95,"75%,",n/a,no,yes,n/a,yes,"Wired,",no,no
Yunzii KC84 SP 84,$89,n/a,n/a,no,yes,n/a,yes,"Wired,",no,no
Yunzii KC84 YZ84,$59,"75%,",n/a,no,yes,n/a,no,"Wireless,",no,no
Yunzii KC84S Milk Honey,$105,"75%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Yunzii KZZI Z98 Pro,$89,"98%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Yunzii Keynovo IF98,$119,"98%,",Gasket Mount,no,yes,n/a,yes,n/a,no,no
Yunzii L75,$70,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Yunzii MADLIONS MAD68 HE Rapid Trigger,$62,"65%,",Tray Mount,yes,yes,n/a,yes,"Wired,",no,no
Yunzii MADLIONS NANO68 Rapid Trigger,$79,"65%,",Tray Mount,yes,no,n/a,yes,"Wired,",no,no
Yunzii QL75 Retro Typewriter,$109,"75%,",Top Mount,no,yes,n/a,yes,"Wireless,",no,yes
Yunzii RT68 Rapid Trigger,$54,"65%,",Gasket Mount,yes,yes,"Alu case,",yes,"Wired,",no,no
Yunzii RT75 Rapid Trigger,$62,"75%,",Gasket Mount,yes,no,n/a,yes,"Wired,",no,yes
Yunzii RT80 Line Rapid Trigger,$89,"80%,",Gasket Mount,yes,yes,n/a,yes,"Wireless,",no,no
Yunzii RT80 Rapid Trigger,$70,"80%,",Gasket Mount,yes,yes,n/a,yes,"Wireless,",no,no
Yunzii RX S75 Crystal,$119,"75%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Yunzii X71,$89,"68%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Yunzii X75,$52,"75%,",Gasket Mount,no,yes,n/a,yes,"Wired,",no,no
Yunzii X75 Pro,$79,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Yunzii Y68,$45,"65%,",n/a,no,yes,Alu case,yes,"Wireless,",no,yes
Yunzii Y87,$65,"80%,",n/a,no,yes,Alu case,yes,"Wireless,",no,yes
