category,brand,title,price,layout,mount,hall_effect,hotswap,case_material,backlight,connectivity,screen,knob
premium,Glorious,Glorious PC V2,89.0,96%,Plate Mount,0,1,Metal (likely Aluminium),1,Wired,0,0
midrange,Gopolar,Gopolar GG75,89.0,75%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Unknown,1,1
midrange,Gopolar,Gopolar TaiChi GG86,149.0,80%,Gasket Mount,0,0,Unspecified(likely ABS plastic),0,Unknown,1,0
midrange,Gopolar,Gopolar TaiChi GG87,159.0,80%,Gasket Mount,0,0,Unspecified(likely ABS plastic),0,Unknown,1,0
midrange,GravaStar,GravaStar Mercury K1,139.0,75%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,0
midrange,HEXCORE,HEXCORE W800,99.0,75%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,HHKB,HHKB Classic Topre,204.0,60%,Plate Mount,0,0,Unspecified(likely ABS plastic),0,Wired,0,0
premium,HHKB,HHKB Hybrid Topre,229.0,60%,Plate Mount,0,0,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,HHKB,HHKB Hybrid TypeS SNOW 25th Anniversary Edition,350.0,60%,Plate Mount,0,0,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,HHKB,HHKB Hybrid TypeS Topre Silent,259.0,60%,Plate Mount,0,0,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,HHKB,HHKB Studio,289.0,60%,Plate Mount,1,1,Unspecified(likely ABS plastic),0,Wireless,0,0
midrange,HIBI,HIBI CHOPPER,125.0,40%,Tray Mount,0,1,Unspecified(likely ABS plastic),0,Unknown,0,0
midrange,HIBI,HIBI JUNE,140.0,60%,Tray Mount,0,1,Unspecified(likely ABS plastic),0,Unknown,0,0
midrange,HIBI,HIBI JUNE R3,140.0,60%,Tray Mount,0,1,Unspecified(likely ABS plastic),0,Unknown,0,0
midrange,HIBI,HIBI JUNIOR Numpad,93.0,Unknown,Tray Mount,0,1,Unspecified(likely ABS plastic),0,Unknown,0,0
premium,HMX,HMX Click Inc Macaron65,169.0,65%,Gasket Mount,1,1,Metal (likely Aluminium),0,Wired,0,0
premium,Haverworks,Haverworks Theseus75,449.0,Unknown,Gasket Mount,0,1,Metal (likely Aluminium),1,Wired,0,1
premium,Heavy,Heavy shell Barix87 Pro,285.0,80%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wired,0,0
premium,Heavy,Heavy shell Kira96,155.0,96%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,Helix,Helix lab Aaru Divine Egyptian Hieroglyphic Relievo,995.0,80%,Unknown,0,1,Metal (likely Aluminium),1,Wired,0,0
premium,Helix,Helix lab Aaru Egyptian Hieroglyphic Relievo,799.0,80%,Unknown,0,1,Metal (likely Aluminium),1,Wired,0,0
midrange,Hexgears,Hexgears Gemini,109.0,80%,Plate Mount,0,1,Unspecified(likely ABS plastic),1,Wired,0,0
midrange,Hexgears,Hexgears Gemini Dawn,139.0,80%,Plate Mount,0,1,Metal (likely Aluminium),1,Wired,0,0
midrange,Hexgears,Hexgears Gemini Dusk,149.0,80%,Plate Mount,0,1,Metal (likely Aluminium),1,Wired,0,0
midrange,Hexgears,Hexgears Impulse,84.0,Unknown,Plate Mount,0,1,Unspecified(likely ABS plastic),1,Unknown,0,0
midrange,Hexgears,Hexgears Nova Laser Etched,69.0,80%,Plate Mount,0,0,Metal (likely Aluminium),1,Wired,0,0
midrange,Hexgears,Hexgears Venture Low Profile,109.0,100%,Unknown,0,0,Metal (likely Aluminium),1,Wireless,0,0
midrange,Hexgears,Hexgears X1,109.0,80%,Plate Mount,0,0,Metal (likely Aluminium),1,Wireless,0,0
midrange,Hiexa,Hiexa V65,139.0,65%,Unknown,0,1,Metal (likely Aluminium),0,Wireless,0,0
midrange,Hiexa,Hiexa V75,149.0,75%,Unknown,0,1,Metal (likely Aluminium),0,Wireless,0,0
midrange,Hiexa,Hiexa V80,159.0,80%,Unknown,0,1,Metal (likely Aluminium),0,Wireless,0,0
midrange,Hiexa,Hiexa VPad Numpad,85.0,Unknown,PCB Mount,0,1,Metal (likely Aluminium),0,Wireless,0,1
budget,Homoo,Homoo KF068,53.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
midrange,Hyeku,Hyeku Y Serial,119.0,100%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,1,0
premium,IQUNIX,IQUNIX A80 Explorer,84.0,80%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,IQUNIX,IQUNIX F65 Camping,150.0,65%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,IQUNIX,IQUNIX F65 Graffiti Diary,155.0,65%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,IQUNIX,IQUNIX F65 Hitchhiker,155.0,65%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,IQUNIX,IQUNIX F97 Camping,209.0,97%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,IQUNIX,IQUNIX F97 Coral Sea,219.0,97%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,IQUNIX,IQUNIX F97 Graffiti Diary,219.0,97%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,IQUNIX,IQUNIX F97 Happy Ape,229.0,97%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,IQUNIX,IQUNIX F97 Hitchhiker,209.0,97%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,IQUNIX,IQUNIX F97 Lavandin,219.0,97%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,IQUNIX,IQUNIX F97 Side,209.0,97%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,IQUNIX,IQUNIX F97 Wintertide,209.0,97%,Unknown,0,0,Unspecified(likely ABS plastic),1,Unknown,0,0
premium,IQUNIX,IQUNIX L80 Christmas,169.0,80%,Unknown,0,0,Unspecified(likely ABS plastic),1,Unknown,0,0
premium,IQUNIX,IQUNIX L80 Formula Typing,84.0,80%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,IQUNIX,IQUNIX M80 Purry Cat,109.0,80%,Unknown,0,0,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,IQUNIX,IQUNIX OG80 Camping,179.0,80%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,IQUNIX,IQUNIX OG80 Happy Ape,189.0,80%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,IQUNIX,IQUNIX OG80 Hitchhiker,179.0,80%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,IQUNIX,IQUNIX OG80 Lavandin,179.0,80%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,IQUNIX,IQUNIX OG80 Side,179.0,80%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,IQUNIX,IQUNIX OG80 Side RS Version,189.0,80%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,IQUNIX,IQUNIX OG80 Tangerine,199.0,80%,Unknown,0,1,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,IQUNIX,IQUNIX OG80 Wintertide,189.0,80%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,IQUNIX,IQUNIX OG80 Wormhole,169.0,80%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,IQUNIX,IQUNIX Q66 Fluorescence,145.0,66%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,IQUNIX,IQUNIX Q66 Happy Ape,145.0,66%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,IQUNIX,IQUNIX Q66 Summer Tour,140.0,66%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,IQUNIX,IQUNIX ZX75 Camping,169.0,75%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,IQUNIX,IQUNIX ZX75 Gravity Wave,179.0,75%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,IQUNIX,IQUNIX ZX75 Happy Ape,179.0,75%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,IQUNIX,IQUNIX ZX75 Side,179.0,75%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,IQUNIX,IQUNIX ZX75 Side RS Version,189.0,75%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,Idobao,Idobao Fragrance,189.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,Idobao,Idobao ICE,279.0,65%,Gasket Mount,0,1,Metal (likely Aluminium),1,Unknown,0,0
premium,Idobao,Idobao ID67 V2,149.0,65%,Unknown,0,1,Metal (likely Aluminium),1,Wired,0,0
premium,Idobao,Idobao ID67plus,258.0,65%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,Idobao,Idobao ID80 LAVA,319.0,80%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Unknown,0,0
premium,Idobao,Idobao ID80V2 /,215.0,80%,Unknown,0,1,Metal (likely Aluminium),0,Wired,0,0
premium,Idobao,Idobao ID87 Bestype Weight,299.0,Unknown,Gasket Mount,0,1,Metal (likely Aluminium),1,Wired,0,0
premium,Idobao,Idobao ID87 V2,229.0,80%,Unknown,0,1,Metal (likely Aluminium),0,Wired,0,0
premium,Idobao,Idobao ID96 Solder,140.0,96%,Top Mount,0,0,Metal (likely Aluminium),0,Unknown,0,0
premium,Idobao,Idobao Very Peri Series MX,139.0,65%,PCB Mount,0,1,Metal (likely Aluminium),1,Wired,0,0
budget,Ikbc,Ikbc C87/C200/C104/C210,79.0,100%,Unknown,0,0,Metal (likely Aluminium),0,Wired,0,0
budget,Ikbc,Ikbc CD87 V2 Ergonomic,89.0,80%,Unknown,0,0,Unspecified(likely ABS plastic),0,Unknown,0,0
budget,Ikbc,Ikbc Table E 401,84.0,80%,Plate Mount,0,0,Unspecified(likely ABS plastic),0,Wired,0,1
budget,Ikbc,Ikbc W200 2.4G BT,89.0,80%,Unknown,0,0,Unspecified(likely ABS plastic),0,Wireless,0,0
budget,Ikbc,Ikbc W200 Mini W210 2.4G BT,89.0,100%,Unknown,0,1,Unspecified(likely ABS plastic),0,Wireless,0,0
midrange,Infiverse,Infiverse Infi75,105.0,75%,Gasket Mount,0,0,Unspecified(likely ABS plastic),0,Wireless,1,0
midrange,Irok,Irok IYX MU68/MU68 Pro,109.0,65%,Unknown,1,1,Metal (likely Aluminium),1,Wired,0,0
midrange,Irok,Irok ND63 Pro,99.0,Unknown,Unknown,1,1,Metal (likely Aluminium),1,Wired,0,0
midrange,Irok,Irok ND75,89.0,75%,Gasket Mount,1,1,Metal (likely Aluminium),1,Wired,0,0
premium,Jamesdonkey,Jamesdonkey A3,47.0,75%,Gasket Mount,0,1,Unspecified(likely ABS plastic),0,Wireless,0,1
premium,Jamesdonkey,Jamesdonkey A3 3.0,89.0,75%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,1
premium,Jamesdonkey,Jamesdonkey A3 Cyan,71.0,75%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,Jamesdonkey,Jamesdonkey A3 Rosy,47.0,75%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,Jamesdonkey,Jamesdonkey R2,149.0,96%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,1
premium,Jamesdonkey,Jamesdonkey R2 2.0,179.0,96%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,Jamesdonkey,Jamesdonkey R2 Aluiminum,179.0,100%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,1
premium,Jamesdonkey,Jamesdonkey R2 Pro,159.0,95%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,1,1
premium,Jamesdonkey,Jamesdonkey R4,166.0,75%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,1
premium,Jamesdonkey,Jamesdonkey RS2,89.0,100%,Gasket Mount,0,1,Unspecified(likely ABS plastic),0,Wireless,0,1
premium,Jamesdonkey,Jamesdonkey RS2 2.0,80.0,96%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,Jamesdonkey,Jamesdonkey RS2 3.0,85.0,96%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,1,1
premium,Jamesdonkey,Jamesdonkey RS2 3.0 Rosy,115.0,95%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,1,1
premium,Jamesdonkey,Jamesdonkey RS2 4.0,99.0,96%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,1
premium,Jamesdonkey,Jamesdonkey RS2 Aluiminum,199.0,96%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,1
premium,Jamesdonkey,Jamesdonkey RS2 Cyberpunk Aluiminum,219.0,96%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,1
premium,Jamesdonkey,Jamesdonkey RS2 Guiqi,142.0,96%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,Jamesdonkey,Jamesdonkey RS2 Light,69.0,96%,Gasket Mount,0,1,Unspecified(likely ABS plastic),0,Wireless,0,1
premium,Jamesdonkey,Jamesdonkey RS2 Rosy,72.0,96%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,Jamesdonkey,Jamesdonkey S1,48.0,75%,Unknown,0,0,Metal (likely Aluminium),0,Wireless,0,0
premium,Jamesdonkey,Jamesdonkey S2,95.0,96%,Unknown,0,0,Metal (likely Aluminium),0,Wireless,0,0
premium,KBDFans,KBDFans BOOP REDUX Top,311.0,65%,Gasket Mount,0,1,Metal (likely Aluminium),0,Wired,0,0
premium,KBDFans,KBDFans DUSK67 Walnut,144.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),0,Unknown,0,0
premium,KBDFans,KBDFans Dusk 67 Wood,126.0,60%,Gasket Mount,1,1,Unspecified(likely ABS plastic),0,Wired,0,0
premium,KBDFans,KBDFans Dusk67,109.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),0,Unknown,0,0
premium,KBDFans,KBDFans KBD67 Lite R3,114.0,60%,Plate Mount,0,1,Unspecified(likely ABS plastic),1,Wired,0,0
premium,KBDFans,KBDFans KBD67 R1 Lite,103.0,60%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wired,0,0
premium,KBDFans,KBDFans KBD75 v3.1 Burgundy,219.0,75%,Top Mount,0,1,Metal (likely Aluminium),1,Unknown,0,0
premium,KBDFans,KBDFans KBD75 v3.1 Light,197.0,75%,Top Mount,0,1,Metal (likely Aluminium),1,Unknown,0,0
premium,KBDFans,KBDFans KBD75 v3.1 PC Plate Pine,219.0,75%,Top Mount,0,1,Metal (likely Aluminium),1,Wired,0,0
premium,KBDFans,KBDFans KBDPad Mark 2 Numpad,87.0,Unknown,Top Mount,0,0,Metal (likely Aluminium),0,Unknown,0,0
premium,KBDFans,KBDFans KBDPad Mark 2 Rose Numpad,87.0,Unknown,Top Mount,0,0,Metal (likely Aluminium),0,Unknown,0,0
premium,KBDFans,KBDFans Margo,249.0,65%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wired,0,0
premium,KBDFans,KBDFans Pavlov,255.0,65%,Top Mount,0,1,Metal (likely Aluminium),0,Wired,0,0
premium,KBDFans,KBDFans TOFU60 2.0 WKL,225.0,60%,Top Mount,0,1,Unspecified(likely ABS plastic),0,Wired,0,0
premium,KBDFans,KBDFans Tiger Lite,54.0,80%,Gasket Mount,1,1,Unspecified(likely ABS plastic),1,Wired,0,0
premium,KBDFans,KBDFans Tofu60 2.0,160.0,60%,Gasket Mount,0,1,Unspecified(likely ABS plastic),0,Wired,0,0
premium,KBDFans,KBDFans Tofu60 Redux,111.0,60%,Plate Mount,0,1,Metal (likely Aluminium),1,Wired,0,0
midrange,KBParadise,KBParadise Flat60,51.0,65%,Plate Mount,0,0,Metal (likely Aluminium),1,Wired,0,0
midrange,KBParadise,KBParadise V20 Olivette Numpad,49.0,Unknown,Plate Mount,0,0,Unspecified(likely ABS plastic),0,Wired,0,0
midrange,KBParadise,KBParadise V60 GTR,79.0,60%,Plate Mount,0,0,Unspecified(likely ABS plastic),0,Wired,0,0
midrange,KBParadise,KBParadise V60 The 2,79.0,60%,Plate Mount,0,1,Unspecified(likely ABS plastic),1,Unknown,0,0
midrange,KBParadise,KBParadise V60 The 2 53 Station,79.0,60%,Plate Mount,0,1,Unspecified(likely ABS plastic),1,Unknown,0,0
midrange,KBParadise,KBParadise V60 The 2 Great Wave,69.0,60%,Plate Mount,0,1,Unspecified(likely ABS plastic),0,Unknown,0,0
midrange,KBParadise,KBParadise V60 The 2 Sun Crane Wave,69.0,60%,Plate Mount,0,1,Unspecified(likely ABS plastic),1,Unknown,0,0
midrange,KBParadise,KBParadise V60 Type R,74.0,60%,Plate Mount,0,0,Unspecified(likely ABS plastic),0,Wired,0,0
midrange,KBParadise,KBParadise V60 Type R Deep Ocean,109.0,60%,Plate Mount,0,0,Unspecified(likely ABS plastic),1,Wired,0,0
midrange,KBParadise,KBParadise V60 Type R Polestar Deep Ocean,84.0,60%,Plate Mount,0,0,Unspecified(likely ABS plastic),1,Wired,0,0
midrange,KBParadise,KBParadise V60Plus,79.0,60%,Plate Mount,0,0,Unspecified(likely ABS plastic),1,Wired,0,0
midrange,KBParadise,KBParadise V65 Great Wave,89.0,65%,Plate Mount,0,1,Unspecified(likely ABS plastic),1,Unknown,0,0
midrange,KBParadise,KBParadise V80,101.0,80%,Plate Mount,0,0,Unspecified(likely ABS plastic),1,Wired,0,0
midrange,KBParadise,KBParadise V80 Charcoal,99.0,80%,Plate Mount,0,0,Unspecified(likely ABS plastic),0,Wired,0,0
midrange,KBParadise,KBParadise V80 Front Print,94.0,80%,Plate Mount,0,0,Unspecified(likely ABS plastic),0,Wired,0,0
midrange,KBParadise,KBParadise V80 Miami,94.0,80%,Plate Mount,0,0,Unspecified(likely ABS plastic),0,Wired,0,0
midrange,KBParadise,KBParadise V80 Tomcat,99.0,80%,Plate Mount,0,0,Unspecified(likely ABS plastic),0,Wired,0,0
midrange,KBParadise,KBParadise V80 V2 Crystal Polycarbonate,96.0,80%,Plate Mount,0,1,Unspecified(likely ABS plastic),0,Unknown,0,0
midrange,KBParadise,KBParadise V80 V2 Great Wave,102.0,80%,Plate Mount,0,1,Unspecified(likely ABS plastic),0,Unknown,0,0
budget,KEBOHUB,KEBOHUB 3inuS EE01 5in1 Hub,59.0,80%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wired,0,0
premium,KEEBD,KEEBD Basketweave Alicestyle,150.0,Unknown,Unknown,0,0,Unspecified(likely ABS plastic),0,Wired,0,1
premium,KEEBD,KEEBD Cantor Remix,40.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Unknown,0,0
premium,KEEBD,KEEBD Choc V,40.0,40%,Unknown,0,0,Unspecified(likely ABS plastic),0,Unknown,0,0
premium,KEEBD,KEEBD Contra,25.0,40%,Unknown,0,0,Unspecified(likely ABS plastic),0,Unknown,0,0
premium,KEEBD,KEEBD Corne Choc,85.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,1,0
premium,KEEBD,KEEBD Corne MX,200.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,KEEBD,KEEBD Corne v3,80.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),1,Unknown,1,0
premium,KEEBD,KEEBD Corne v4 Choc,200.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Unknown,0,0
premium,KEEBD,KEEBD Corne v4 MX,200.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Unknown,0,0
premium,KEEBD,KEEBD Discipad Numpad,55.0,Unknown,Unknown,0,0,Unspecified(likely ABS plastic),0,Unknown,0,0
premium,KEEBD,KEEBD Dumbpad OLED Macropad,15.0,Unknown,Unknown,0,0,Unspecified(likely ABS plastic),0,Unknown,1,1
premium,KEEBD,KEEBD ErgoDash,90.0,Unknown,Unknown,0,0,Unspecified(likely ABS plastic),1,Unknown,0,0
premium,KEEBD,KEEBD ErgoDash Mini,85.0,Unknown,Unknown,0,0,Unspecified(likely ABS plastic),1,Unknown,0,0
premium,KEEBD,KEEBD Eternal Keypad,35.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),1,Unknown,0,0
premium,KEEBD,KEEBD Fourier v1.3 Split Staggered,75.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Unknown,0,0
premium,KEEBD,KEEBD Lily58 Choc,200.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,KEEBD,KEEBD Lily58 LP,200.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,KEEBD,KEEBD Lily58 MX,200.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Wired,0,0
premium,KEEBD,KEEBD Lily58 Pro,90.0,Unknown,PCB Mount,0,1,Unspecified(likely ABS plastic),0,Unknown,1,1
premium,KEEBD,KEEBD Lumberjack 5x12 Ortholinear,90.0,60%,Tray Mount,0,1,Unspecified(likely ABS plastic),0,Wired,0,0
premium,KEEBD,KEEBD Milk 2%,10.0,Unknown,Unknown,0,0,Unspecified(likely ABS plastic),0,Unknown,0,0
premium,KEEBD,KEEBD MiniNova II,30.0,Unknown,Unknown,0,0,Unspecified(likely ABS plastic),0,Unknown,0,0
premium,KEEBD,KEEBD Model H USB Controller Upgrade IBM Model M,50.0,Unknown,Unknown,0,0,Unspecified(likely ABS plastic),0,Wired,0,0
premium,KEEBD,KEEBD Mt. Choc,100.0,65%,Unknown,0,0,Unspecified(likely ABS plastic),0,Unknown,0,0
premium,KEEBD,KEEBD Narfpad Macropad,20.0,Unknown,Unknown,0,0,Unspecified(likely ABS plastic),0,Unknown,0,1
premium,KEEBD,KEEBD Paintbrush,20.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Unknown,1,0
premium,KEEBD,KEEBD PeeTwo,10.0,Unknown,Unknown,0,0,Unspecified(likely ABS plastic),0,Unknown,0,0
premium,KEEBD,KEEBD Reviung 39 II,90.0,40%,Unknown,0,1,Unspecified(likely ABS plastic),1,Unknown,0,0
premium,KEEBD,KEEBD Reviung 41,95.0,40%,Unknown,0,1,Unspecified(likely ABS plastic),1,Unknown,0,0
premium,KEEBD,KEEBD Reviung 5,20.0,Unknown,Unknown,0,0,Unspecified(likely ABS plastic),1,Unknown,0,1
premium,KEEBD,KEEBD Rhymestone Split,80.0,40%,Unknown,0,1,Unspecified(likely ABS plastic),1,Unknown,1,0
premium,KEEBD,KEEBD Satpad,35.0,Unknown,Unknown,0,0,Unspecified(likely ABS plastic),0,Unknown,1,1
premium,KEEBD,KEEBD Sofle v1.1,90.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Unknown,0,0
premium,KEEBD,KEEBD Sofle v2,90.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Unknown,1,0
premium,KEEBD,KEEBD Sofle v2.1,90.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),1,Unknown,1,0
premium,KEEBD,KEEBD Sofle v2.1 Choc,90.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Unknown,1,0
premium,KEEBD,KEEBD Treadstone48,80.0,50%,Unknown,0,0,Unspecified(likely ABS plastic),0,Unknown,1,0
premium,KEEBD,KEEBD Yampad v2 Macropad,30.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),1,Unknown,1,0
premium,KEEBD,KEEBD dracuLad,75.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),1,Unknown,1,1
premium,Kailh,Kailh Pulsar Xboard QS,299.0,80%,Plate Mount,0,1,Metal (likely Aluminium),1,Wired,0,1
budget,Kataaa,Kataaa Model VI,34.0,65%,Unknown,0,0,Unspecified(likely ABS plastic),0,Wireless,0,0
budget,Kbdcraft,Kbdcraft Adam,60.0,60%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Unknown,0,0
budget,Kbdcraft,Kbdcraft Lilith,65.0,60%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Unknown,0,0
premium,Keebwerk,Keebwerk Mega,220.0,65%,Top Mount,0,1,Metal (likely Aluminium),1,Wired,0,0
premium,Keebwerk,Keebwerk Nano Slider Macropad,110.0,Unknown,Plate Mount,0,1,Metal (likely Aluminium),1,Wired,0,0
premium,Keebwerk,Keebwerk Swiss Cheeseboard,455.0,60%,Top Mount,0,1,Metal (likely Aluminium),0,Wired,0,0
premium,Keebwerk,Keebwerk Synth Labs 060,430.0,60%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wired,0,0
budget,Kemove,Kemove 1980 Series K87/K98,75.0,98%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,Kenny42,Kenny42 Out of Stock Keylice65,320.0,65%,Gasket Mount,0,1,Metal (likely Aluminium),0,Wireless,1,0
premium,Keychron,Keychron 81 Pro,169.0,75%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,1
premium,Keychron,Keychron 81 Pro US,229.0,Unknown,PCB Mount,0,1,Metal (likely Aluminium),1,Wireless,0,1
premium,Keychron,Keychron B1 Pro,39.0,75%,Unknown,0,0,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,Keychron,Keychron B1 Pro UltraSlim,39.0,75%,Unknown,0,0,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,Keychron,Keychron B6 Pro,40.0,100%,Plate Mount,0,0,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,Keychron,Keychron B6 Pro UltraSlim,44.0,100%,Unknown,0,0,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,Keychron,Keychron C1,39.0,80%,Tray Mount,0,1,Unspecified(likely ABS plastic),1,Wired,0,0
premium,Keychron,Keychron C1 Pro,39.0,80%,Tray Mount,0,1,Unspecified(likely ABS plastic),1,Wired,0,0
premium,Keychron,Keychron C1 Pro US,71.0,80%,Tray Mount,0,1,Unspecified(likely ABS plastic),1,Wired,0,0
premium,Keychron,Keychron C1 US,65.0,80%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wired,0,0
premium,Keychron,Keychron C2,40.0,100%,Tray Mount,0,1,Unspecified(likely ABS plastic),1,Wired,0,0
premium,Keychron,Keychron C2 Pro,44.0,100%,Tray Mount,0,1,Unspecified(likely ABS plastic),1,Wired,0,0
premium,Keychron,Keychron C2 Pro US,75.0,100%,Tray Mount,0,1,Unspecified(likely ABS plastic),1,Wired,0,0
premium,Keychron,Keychron C2 US,70.0,100%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wired,0,0
premium,Keychron,Keychron C3 Pro US,51.0,80%,Gasket Mount,0,0,Unspecified(likely ABS plastic),0,Wired,0,0
premium,Keychron,Keychron K1 Max,89.0,80%,PCB Mount,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,Keychron,Keychron K1 Max US,110.0,80%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,Keychron,Keychron K1 Pro,83.0,80%,Tray Mount,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,Keychron,Keychron K1 Pro US,110.0,80%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,0
